Student index,age,hostel,mess,year,department,program,batch,inCampus
1021,22,Palash Nivas,South Mess,1,2020201026,B.Tech,2020201026,1
1022,24,Palash Nivas,Yuktahaar Mess,3,2020201027,B.Tech,2020201027,1
1023,19,Palash Nivas,Yuktahaar Mess,3,2020201028,B.Tech,2020201028,1
1024,18,Parijat Nivas,Yuktahaar Mess,1,2020201029,B.Tech,2020201029,1
1025,23,Palash Nivas,Kadamba Mess,2,2020201030,B.Tech,2020201030,1
1026,19,Parijat Nivas,South Mess,1,2020201031,B.Tech,2020201031,1
1027,19,Palash Nivas,Kadamba Mess,1,2020201033,B.Tech,2020201033,1
1028,22,Palash Nivas,South Mess,3,2020201034,B.Tech,2020201034,1
1029,23,Parijat Nivas,Kadamba Mess,4,2020201035,B.Tech,2020201035,1
1030,21,Palash Nivas,Yuktahaar Mess,4,2020201036,B.Tech,2020201036,1
1031,23,Palash Nivas,Kadamba Mess,2,2020201037,B.Tech,2020201037,1
1032,20,Palash Nivas,Yuktahaar Mess,1,2020201038,B.Tech,2020201038,1
1033,18,Palash Nivas,Yuktahaar Mess,1,2020201039,B.Tech,2020201039,1
1034,24,Parijat Nivas,Yuktahaar Mess,4,2020201040,B.Tech,2020201040,1
1035,23,Palash Nivas,Yuktahaar Mess,1,2020201041,B.Tech,2020201041,1
1036,18,Palash Nivas,Kadamba Mess,3,2020201042,Ph.D,2020201042,1
1037,21,Parijat Nivas,Yuktahaar Mess,3,2020201043,B.Tech,2020201043,1
1038,20,Palash Nivas,South Mess,2,2020201045,B.Tech,2020201045,1
1039,18,Parijat Nivas,Kadamba Mess,2,2020201046,B.Tech,2020201046,1
1040,18,Palash Nivas,Yuktahaar Mess,1,2020201047,Ph.D,2020201047,1
1041,18,Palash Nivas,Yuktahaar Mess,2,2020201048,B.Tech,2020201048,1
1042,19,Palash Nivas,Kadamba Mess,4,2020201049,Ph.D,2020201049,1
1043,19,Parijat Nivas,Kadamba Mess,4,2020201050,B.Tech,2020201050,1
1044,20,Parijat Nivas,South Mess,4,2020201051,B.Tech,2020201051,1
1045,20,Palash Nivas,Yuktahaar Mess,4,2020201052,B.Tech,2020201052,1
1046,23,Palash Nivas,Yuktahaar Mess,3,2020201053,B.Tech,2020201053,1
1047,18,Palash Nivas,South Mess,2,2020201054,B.Tech,2020201054,1
1048,23,Palash Nivas,Yuktahaar Mess,3,2020201055,B.Tech,2020201055,1
1049,18,Palash Nivas,Kadamba Mess,3,2020201056,B.Tech,2020201056,1
1050,20,Parijat Nivas,South Mess,3,2020201057,B.Tech,2020201057,1
1051,21,Palash Nivas,South Mess,1,2020201058,B.Tech,2020201058,1
1052,18,Palash Nivas,South Mess,3,2020201059,B.Tech,2020201059,1
1053,19,Palash Nivas,South Mess,4,2020201060,B.Tech,2020201060,1
1054,22,Palash Nivas,South Mess,2,2020201061,B.Tech,2020201061,1
1055,24,Palash Nivas,South Mess,4,2020201062,B.Tech,2020201062,1
1056,21,Palash Nivas,Kadamba Mess,4,2020201063,B.Tech,2020201063,1
1057,18,Palash Nivas,Yuktahaar Mess,4,2020201064,B.Tech,2020201064,1
1058,21,Palash Nivas,Kadamba Mess,1,2020201065,B.Tech,2020201065,1
1059,18,Parijat Nivas,South Mess,2,2020201066,B.Tech,2020201066,1
1060,18,Palash Nivas,Yuktahaar Mess,3,2020201067,B.Tech,2020201067,1
1061,24,Palash Nivas,Yuktahaar Mess,2,2020201068,B.Tech,2020201068,1
1062,20,Palash Nivas,Yuktahaar Mess,1,2020201069,B.Tech,2020201069,1
1063,23,Palash Nivas,Yuktahaar Mess,1,2020201070,B.Tech,2020201070,1
1064,21,Parijat Nivas,Kadamba Mess,1,2020201071,Ph.D,2020201071,1
1065,20,Parijat Nivas,South Mess,3,2020201072,B.Tech,2020201072,1
1066,21,Palash Nivas,Yuktahaar Mess,1,2020201073,B.Tech,2020201073,1
1067,18,Parijat Nivas,Yuktahaar Mess,2,2020201074,B.Tech,2020201074,1
1068,18,Palash Nivas,South Mess,2,2020201075,Ph.D,2020201075,1
1069,18,Palash Nivas,Kadamba Mess,3,2020201076,B.Tech,2020201076,1
1070,19,Palash Nivas,Yuktahaar Mess,2,2020201077,B.Tech,2020201077,1
1071,18,Palash Nivas,Yuktahaar Mess,3,2020201078,B.Tech,2020201078,1
1072,21,Parijat Nivas,Yuktahaar Mess,3,2020201079,B.Tech,2020201079,1
1073,24,Palash Nivas,South Mess,4,2020201080,B.Tech,2020201080,1
1074,19,Parijat Nivas,Kadamba Mess,3,2020201081,B.Tech,2020201081,1
1075,20,Palash Nivas,Kadamba Mess,3,2020201082,B.Tech,2020201082,1
1076,20,Palash Nivas,Kadamba Mess,4,2020201083,B.Tech,2020201083,1
1077,21,Parijat Nivas,South Mess,3,2020201084,B.Tech,2020201084,1
1078,20,Palash Nivas,Yuktahaar Mess,2,2020201085,B.Tech,2020201085,1
1079,23,Palash Nivas,South Mess,4,2020201086,B.Tech,2020201086,1
1080,21,Parijat Nivas,South Mess,1,2020201087,Ph.D,2020201087,1
1081,19,Parijat Nivas,Yuktahaar Mess,2,2020201088,B.Tech,2020201088,1
1082,22,Palash Nivas,Kadamba Mess,2,2020201089,B.Tech,2020201089,1
1083,22,Palash Nivas,South Mess,2,2020201090,B.Tech,2020201090,1
1084,18,Palash Nivas,Kadamba Mess,2,2020201091,B.Tech,2020201091,1
1085,21,Palash Nivas,Yuktahaar Mess,4,2020201092,B.Tech,2020201092,1
1086,19,Parijat Nivas,Yuktahaar Mess,1,2020201093,B.Tech,2020201093,1
1087,21,Palash Nivas,Yuktahaar Mess,2,2020201094,Ph.D,2020201094,1
1088,22,Parijat Nivas,South Mess,4,2020201095,B.Tech,2020201095,1
1089,23,Palash Nivas,Kadamba Mess,2,2020201096,B.Tech,2020201096,1
1090,18,Palash Nivas,Kadamba Mess,3,2020201098,Ph.D,2020201098,1
1091,22,Parijat Nivas,South Mess,1,2020201099,B.Tech,2020201099,1
1092,22,Parijat Nivas,South Mess,1,2020202001,B.Tech,2020202001,1
1093,21,Palash Nivas,South Mess,1,2020202002,B.Tech,2020202002,1
1094,23,Parijat Nivas,South Mess,3,2020202003,B.Tech,2020202003,1
1095,22,Parijat Nivas,South Mess,4,2020202005,Ph.D,2020202005,1
1096,21,Palash Nivas,Yuktahaar Mess,3,2020202006,B.Tech,2020202006,1
1097,23,Palash Nivas,Yuktahaar Mess,1,2020202007,B.Tech,2020202007,1
1098,22,Palash Nivas,Yuktahaar Mess,4,2020202008,B.Tech,2020202008,1
1099,23,Palash Nivas,Kadamba Mess,4,2020202009,B.Tech,2020202009,1
1100,19,Parijat Nivas,Kadamba Mess,3,2020202010,B.Tech,2020202010,1
1101,21,Palash Nivas,Kadamba Mess,1,2020202011,B.Tech,2020202011,1
1102,23,Parijat Nivas,Kadamba Mess,4,2020202012,B.Tech,2020202012,1
1103,18,Palash Nivas,Kadamba Mess,1,2020202013,B.Tech,2020202013,1
1104,19,Palash Nivas,South Mess,2,2020202014,B.Tech,2020202014,1
1105,23,Palash Nivas,Yuktahaar Mess,2,2020202015,B.Tech,2020202015,1
1106,22,Palash Nivas,South Mess,2,2020202016,B.Tech,2020202016,1
1107,20,Parijat Nivas,Yuktahaar Mess,3,2020202017,B.Tech,2020202017,1
1108,24,Palash Nivas,Yuktahaar Mess,2,2020202018,B.Tech,2020202018,1
1109,19,Palash Nivas,Yuktahaar Mess,1,2020202019,B.Tech,2020202019,1
1110,21,Parijat Nivas,Kadamba Mess,2,2020202020,B.Tech,2020202020,1
1111,18,Parijat Nivas,Kadamba Mess,2,2020202021,Ph.D,2020202021,1
1112,21,Palash Nivas,Yuktahaar Mess,3,2020210001,B.Tech,2020210001,1
1113,20,Palash Nivas,Yuktahaar Mess,4,2020210002,B.Tech,2020210002,1
1114,23,Parijat Nivas,Yuktahaar Mess,2,2020210003,Ph.D,2020210003,1
1115,23,Palash Nivas,South Mess,1,2020210004,Ph.D,2020210004,1
1116,22,Palash Nivas,Kadamba Mess,1,2020210005,B.Tech,2020210005,1
1117,24,Palash Nivas,South Mess,4,2020210006,B.Tech,2020210006,1
1118,22,Parijat Nivas,Yuktahaar Mess,2,2020210008,B.Tech,2020210008,1
1119,23,Palash Nivas,Yuktahaar Mess,3,2020210009,Ph.D,2020210009,1
1120,21,Parijat Nivas,South Mess,1,2020210011,B.Tech,2020210011,1
1121,18,Parijat Nivas,Yuktahaar Mess,1,2020210012,Ph.D,2020210012,1
1122,18,Parijat Nivas,Kadamba Mess,3,2020210013,B.Tech,2020210013,1
1123,21,Palash Nivas,Yuktahaar Mess,4,2020210014,Ph.D,2020210014,1
1124,18,Parijat Nivas,Yuktahaar Mess,2,2020210015,B.Tech,2020210015,1
1125,24,Palash Nivas,Kadamba Mess,1,2020210016,Ph.D,2020210016,1
1126,23,Palash Nivas,Kadamba Mess,3,2020210017,Ph.D,2020210017,1
1127,24,Palash Nivas,Yuktahaar Mess,1,2020210018,B.Tech,2020210018,1
1128,18,Palash Nivas,Yuktahaar Mess,1,2020210019,Ph.D,2020210019,1
1129,24,Palash Nivas,South Mess,3,2020210020,B.Tech,2020210020,1
1130,23,Palash Nivas,Kadamba Mess,3,2020210021,Ph.D,2020210021,1
1131,24,Parijat Nivas,South Mess,3,2020210023,B.Tech,2020210023,1
1132,24,Palash Nivas,South Mess,3,2020210024,B.Tech,2020210024,1
1133,19,Palash Nivas,Yuktahaar Mess,2,2020701001,B.Tech,2020701001,1
1134,20,Palash Nivas,Kadamba Mess,1,2020701002,B.Tech,2020701002,1
1135,22,Palash Nivas,South Mess,4,2020701003,B.Tech,2020701003,1
1136,23,Palash Nivas,South Mess,4,2020701004,B.Tech,2020701004,1
1137,24,Parijat Nivas,South Mess,4,2020701005,B.Tech,2020701005,1
1138,24,Palash Nivas,Kadamba Mess,2,2020701006,B.Tech,2020701006,1
1139,23,Palash Nivas,South Mess,4,2020701007,B.Tech,2020701007,1
1140,20,Parijat Nivas,Yuktahaar Mess,4,2020701008,B.Tech,2020701008,1
1141,20,Parijat Nivas,South Mess,1,2020701009,B.Tech,2020701009,1
1142,21,Parijat Nivas,South Mess,2,2020701010,B.Tech,2020701010,1
1143,18,Palash Nivas,Kadamba Mess,1,2020701011,B.Tech,2020701011,1
1144,23,Palash Nivas,South Mess,3,2020701012,B.Tech,2020701012,1
1145,20,Palash Nivas,Yuktahaar Mess,4,2020701013,Ph.D,2020701013,1
1146,23,Palash Nivas,Kadamba Mess,2,2020701015,B.Tech,2020701015,1
1147,23,Palash Nivas,South Mess,1,2020701016,Ph.D,2020701016,1
1148,20,Parijat Nivas,Yuktahaar Mess,4,2020701017,B.Tech,2020701017,1
1149,21,Parijat Nivas,Yuktahaar Mess,2,2020701018,B.Tech,2020701018,1
1150,21,Palash Nivas,Yuktahaar Mess,3,2020701019,B.Tech,2020701019,1
1151,22,Palash Nivas,Yuktahaar Mess,1,2020701020,B.Tech,2020701020,1
1152,20,Palash Nivas,Kadamba Mess,4,2020701021,B.Tech,2020701021,1
1153,18,Palash Nivas,Kadamba Mess,2,2020701022,B.Tech,2020701022,1
1154,22,Palash Nivas,South Mess,1,2020701023,Ph.D,2020701023,1
1155,21,Palash Nivas,South Mess,4,2020701024,B.Tech,2020701024,1
1156,24,Palash Nivas,Yuktahaar Mess,3,2020701025,B.Tech,2020701025,1
1157,22,Palash Nivas,Kadamba Mess,3,2020701026,B.Tech,2020701026,1
1158,23,Parijat Nivas,Yuktahaar Mess,3,2020701028,B.Tech,2020701028,1
1159,20,Parijat Nivas,South Mess,4,2020701029,B.Tech,2020701029,1
1160,18,Palash Nivas,South Mess,3,2020701030,B.Tech,2020701030,1
1161,19,Palash Nivas,Kadamba Mess,1,2020701031,B.Tech,2020701031,1
1162,22,Palash Nivas,Yuktahaar Mess,4,2020701032,B.Tech,2020701032,1
1163,22,Palash Nivas,Kadamba Mess,3,2020701033,B.Tech,2020701033,1
1164,18,Parijat Nivas,South Mess,3,2020701034,B.Tech,2020701034,1
1165,19,Palash Nivas,South Mess,4,2020701035,B.Tech,2020701035,1
1166,24,Parijat Nivas,Yuktahaar Mess,1,2020702001,B.Tech,2020702001,1
1167,21,Palash Nivas,Yuktahaar Mess,1,2020702003,B.Tech,2020702003,1
1168,22,Parijat Nivas,South Mess,1,2020702004,B.Tech,2020702004,1
1169,23,Palash Nivas,Kadamba Mess,3,2020702005,B.Tech,2020702005,1
1170,19,Palash Nivas,Yuktahaar Mess,4,2020702006,B.Tech,2020702006,1
1171,21,Palash Nivas,Yuktahaar Mess,3,2020702007,B.Tech,2020702007,1
1172,19,Parijat Nivas,Kadamba Mess,4,2020702009,Ph.D,2020702009,1
1173,19,Palash Nivas,Yuktahaar Mess,2,2020702010,Ph.D,2020702010,1
1174,24,Parijat Nivas,Yuktahaar Mess,2,2020702011,Ph.D,2020702011,1
1175,22,Palash Nivas,Kadamba Mess,3,2020702012,B.Tech,2020702012,1
1176,24,Parijat Nivas,Yuktahaar Mess,1,2020702013,B.Tech,2020702013,1
1177,21,Palash Nivas,South Mess,3,2020702014,B.Tech,2020702014,1
1178,19,Parijat Nivas,Kadamba Mess,1,2020702015,B.Tech,2020702015,1
1179,18,Palash Nivas,Yuktahaar Mess,2,2020702016,B.Tech,2020702016,1
1180,21,Palash Nivas,South Mess,2,2020702017,B.Tech,2020702017,1
1181,21,Palash Nivas,Kadamba Mess,4,2020702018,Ph.D,2020702018,1
1182,22,Palash Nivas,Yuktahaar Mess,3,2020702019,B.Tech,2020702019,1
1183,18,Palash Nivas,Yuktahaar Mess,3,2020702020,B.Tech,2020702020,1
1184,23,Palash Nivas,Yuktahaar Mess,2,2020702021,B.Tech,2020702021,1
1185,19,Palash Nivas,Yuktahaar Mess,1,2020702022,B.Tech,2020702022,1
1186,22,Palash Nivas,South Mess,3,2020702023,Ph.D,2020702023,1
1187,21,Parijat Nivas,Kadamba Mess,4,2020710001,B.Tech,2020710001,1
1188,19,Palash Nivas,Kadamba Mess,2,2020711001,B.Tech,2020711001,1
1189,22,Parijat Nivas,Kadamba Mess,2,2020711002,Ph.D,2020711002,1
1190,20,Palash Nivas,Yuktahaar Mess,4,2020801001,B.Tech,2020801001,1
1191,22,Palash Nivas,Yuktahaar Mess,3,2020801002,B.Tech,2020801002,1
1192,23,Parijat Nivas,South Mess,2,2020801004,B.Tech,2020801004,1
1193,24,Palash Nivas,Yuktahaar Mess,3,2020801006,B.Tech,2020801006,1
1194,23,Parijat Nivas,South Mess,4,2020801007,B.Tech,2020801007,1
1195,22,Palash Nivas,South Mess,2,2020801008,B.Tech,2020801008,1
1196,22,Palash Nivas,Kadamba Mess,2,2020801010,B.Tech,2020801010,1
1197,22,Palash Nivas,Yuktahaar Mess,4,2020801012,B.Tech,2020801012,1
1198,19,Parijat Nivas,Kadamba Mess,2,2020801013,B.Tech,2020801013,1
1199,19,Parijat Nivas,South Mess,3,2020801014,Ph.D,2020801014,1
1200,18,Palash Nivas,Yuktahaar Mess,4,2020801015,Ph.D,2020801015,1
1201,24,Palash Nivas,South Mess,3,2020801016,B.Tech,2020801016,1
1202,19,Parijat Nivas,Kadamba Mess,2,2020802001,B.Tech,2020802001,1
1203,24,Parijat Nivas,South Mess,2,2020802002,B.Tech,2020802002,1
1204,18,Palash Nivas,Kadamba Mess,4,2020802003,B.Tech,2020802003,1
1205,19,Palash Nivas,Kadamba Mess,1,2020810002,B.Tech,2020810002,1
1206,18,Palash Nivas,Kadamba Mess,1,2020812001,B.Tech,2020812001,1
1207,23,Palash Nivas,Yuktahaar Mess,2,2020812002,B.Tech,2020812002,1
1208,20,Parijat Nivas,South Mess,4,2020900001,B.Tech,2020900001,1
1209,19,Palash Nivas,Yuktahaar Mess,4,2020900005,Ph.D,2020900005,1
1210,23,Palash Nivas,Kadamba Mess,4,2020900006,B.Tech,2020900006,1
1211,18,Palash Nivas,Yuktahaar Mess,3,2020900007,B.Tech,2020900007,1
1212,18,Palash Nivas,Kadamba Mess,1,2020900008,B.Tech,2020900008,1
1213,24,Parijat Nivas,Yuktahaar Mess,2,2020900010,B.Tech,2020900010,1
1214,23,Palash Nivas,Yuktahaar Mess,2,2020900012,B.Tech,2020900012,1
1215,20,Palash Nivas,South Mess,3,2020900013,B.Tech,2020900013,1
1216,18,Parijat Nivas,Yuktahaar Mess,2,2020900015,B.Tech,2020900015,1
1217,20,Palash Nivas,Yuktahaar Mess,3,2020900017,B.Tech,2020900017,1
1218,24,Palash Nivas,South Mess,1,2020900019,B.Tech,2020900019,1
1219,18,Parijat Nivas,Kadamba Mess,3,2020900021,B.Tech,2020900021,1
1220,24,Palash Nivas,Kadamba Mess,3,2020900022,B.Tech,2020900022,1
1221,18,Palash Nivas,South Mess,2,2020900028,B.Tech,2020900028,1
1222,21,Palash Nivas,Kadamba Mess,3,2020900029,B.Tech,2020900029,1
1223,22,Parijat Nivas,Yuktahaar Mess,2,2020900030,B.Tech,2020900030,1
1224,23,Parijat Nivas,Kadamba Mess,2,2020900031,B.Tech,2020900031,1
1225,18,Parijat Nivas,Kadamba Mess,3,2020900032,B.Tech,2020900032,1
1226,20,Palash Nivas,South Mess,3,2020900033,B.Tech,2020900033,1
1227,23,Palash Nivas,Yuktahaar Mess,2,2020900034,Ph.D,2020900034,1
1228,21,Palash Nivas,Yuktahaar Mess,1,2020900035,Ph.D,2020900035,1
1229,18,Palash Nivas,Kadamba Mess,3,2020900036,B.Tech,2020900036,1
1230,23,Palash Nivas,Kadamba Mess,3,2020900037,B.Tech,2020900037,1
1231,22,Palash Nivas,Yuktahaar Mess,2,2020900038,B.Tech,2020900038,1
1232,24,Palash Nivas,Yuktahaar Mess,4,2020900039,Ph.D,2020900039,1
1233,21,Palash Nivas,South Mess,1,2020900040,B.Tech,2020900040,1
1234,19,Palash Nivas,South Mess,3,2020900041,B.Tech,2020900041,1
1235,18,Parijat Nivas,South Mess,2,2020900043,Ph.D,2020900043,1
1236,21,Palash Nivas,South Mess,3,2020900044,B.Tech,2020900044,1
1237,22,Palash Nivas,Kadamba Mess,3,2020900045,B.Tech,2020900045,1
1238,21,Palash Nivas,Yuktahaar Mess,4,2020900046,B.Tech,2020900046,1
1239,20,Parijat Nivas,South Mess,1,2020900047,Ph.D,2020900047,1
1240,23,Palash Nivas,South Mess,3,2020900048,B.Tech,2020900048,1
